Depth;Sample;Calendar years BP;Pollen sum;Abies;Acer;Achillea/Anthemis-type;Agrostemma githago;Allium-type;Alnus;Amaranthaceae;Anagallis arvensis;Anagallis tenella;Anemone nemorosa-type;Angiospermae undiff. (herbs);Apiaceae undiff.;Armeria;Artemisia;Asphodelus-type;Asteraceae undiff.;Betula;Bistorta officinalis-type;Boraginaceae undiff.;Brassicaceae;Bryophyta undiff.;Bupleurum-type;Buxus;Calligonum-type;Campanulaceae;Carpinus betulus;Caryophyllaceae undiff.;Castanea;Cedrus;Celtis;Centaurea cf. C. cyanus/montana-type;Centaurea scabiosa;Centaurea solstitialis-type;Cichorioideae;Cirsium;Clusiaceae/Hypericaceae cf. Hypericum;Consolida ambigua-type;Cornaceae;Corylus;Cupressaceae-type;Cyperaceae undiff.;Digitalis-type;Dipsacoideae;Echium-type;Ephedra distachya;Ephedra fragilis-type;Epilobium;Ericaceae;Euonymus europaeus;Fabaceae undiff.;Fagus;Filipendula;Fraxinus excelsior-type;Fraxinus ornus;Fraxinus undiff.;Fritillaria-type;Fumana;Galium-type;Geranium;Hedera;Helianthemum;Helleborus foetidus;Helleborus viridis;Hippophaë;Humulus/Cannabis;Ilex;Indeterminable (broken);Indeterminable (concealed);Indeterminable (crumpled);Indeterminable (degraded);Juglans;Larix;Liliaceae;Linum;Lithospermum;Lonicera;Lotus;Malvaceae undiff.;Marrubium-type;Mentha-type;Menyanthes;Olea;Ononis;Ostrya;Oxyria-type;Papaveraceae;Pedicularis;Persicaria amphibia;Persicaria maculosa-type;Persicaria undiff.;Phillyrea;Picea;Pinus subg. Strobus;Pinus undiff.;Pistacia;Plantago;Poaceae (Cerealia-type);Poaceae undiff.;Populus;Potentilla-type;Poterium sanguisorba;Primulaceae undiff.;Prunus spinosa;Pterocarya;Quercus ilex;Quercus undiff.;Ranunculus;Resedaceae;Rhamnaceae;Rosaceae cf. Geum;Rosaceae undiff.;Rumex;Salix;Sambucus;Sanguisorba officinalis;Saxifragaceae;Scilla-type;Scrophulariaceae;Scutellaria-type;Serratula-type;Solidago-type;Sorbus;Spermatophyta undiff. (trees/shrubs);Tamarix;Taxus;Thalictrum;Thymelaeaceae cf. Daphne;Tilia;Trifolium-type;Ulmus;Urtica-type;Valeriana;Veronica-type;Viburnum;Vicia;Viscum;Vitis;cf. Alchemilla;cf. Androsace;cf. Centaurium;cf. Chrysosplenium;cf. Circaea;cf. Daphne;cf. Epilobium;cf. Euphorbia;cf. Frangula/Bruckenthalia;cf. Helianthemum;cf. Larix;cf. Mentha;cf. Mercurialis;cf. Myrica;cf. Onobrychis-type;cf. Platanus;cf. Rutaceae;cf. Sambucus;cf. Sedum
5655;434766;87984;519;43;11;;;;34;59;;;;;5;;36;;;9;;;1;;;4;;;8;1;1;;;;;;2;;;;;1;;2;;;;1;;;;;;58;;3;;;;;7;;2;;;;;;;;1;2;2;;;;1;;;;;;1;;;;8;;;;;;;;;;19;;2;;81;;;;;;;;89;1;;;;;;1;;;;;2;;;1;;;;;2;;1;;14;;;;;;1;;;1;;;;;;1;;;;;;;;;;;
5662.6;434767;88076;446;10;3;;;;5;8;;;;;1;;12;;;5;;;;;;;;;5;4;;;;;;;4;1;;;;4;1;4;;;;;4;;;;;80;;;;;;;2;;1;;;;;;1;;;2;2;;;;;;;;;;;;;;1;;;;;;;;;;42;;2;;78;;;;;;;;145;;;;;;;;;;;;;;;;;;;;;;1;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
5670.5;434768;88168;466;2;10;;;;3;30;;;;;;;57;;;5;;;2;;;;;;3;2;;;;;;1;6;;;;;1;2;3;;;;1;5;;;;;12;;1;;;;;;;;;;;;;;3;;2;1;;;;;;;;;;;;;;3;;;;;;;;;;25;;1;;168;;;;;;;;107;;;1;;;;;;;;;;;;4;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5674.5;434769;88215;462;3;3;3;;;5;29;;;;;2;;50;;;4;;;1;;;;;;8;2;;;;;;1;4;1;;;;1;1;;;1;;2;5;;;;;26;;;;;;;3;;;;;;;;1;3;;3;1;;;;;;;;;;;;;;2;;;;;;;;;;54;;;;114;;;;;;;;109;;;;;;;;;;;;;;;5;;;;;5;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
5678.5;434770;88261;360;2;2;1;;;3;16;;;;;3;;36;;;9;;;1;;;;;;5;2;;;;;;2;4;;;;;2;3;;;;;1;3;;;;;11;;2;;;;;1;;;1;;;;;;2;;2;;;;;;;;;;;;;;;6;;;;;;;;;;31;;;;96;;;;;;;;99;;;;;;;;;;;;2;;;3;;;;;3;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5682.7;434771;88307;477;9;6;3;;;8;30;;;;;1;;46;;;6;;;1;;;;;;5;3;;;;;;4;5;1;;;;5;;6;;;;5;4;;1;;;15;;;;;;;5;;;;;;2;;;4;;2;1;;;;;;;;;;;;;;5;;;;;;;;;;38;;2;;98;;;;;;;;136;;;;;;;1;;;;;;;;;;;;;12;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5687.5;434772;88353;624;1;12;1;;;1;40;;;;;5;;59;;;8;;;3;;;1;;;4;6;;;;;;1;6;;;;;3;3;1;;;;1;12;;;;;19;;;;;;;9;;;;;;;;;;;6;4;;;;;;;;;;1;;;;1;;;;;;;;;;60;;1;;182;;;;;;;;142;;;;;;;;;;;;;;;2;;;;;17;;;;11;;;;;;;;;;;;;;;1;;;;;;;;;;;
5691.5;434773;88399;456;;6;2;;1;2;14;;;;;3;;36;;;1;;;;;;;;;6;2;;;;;;;4;;;;;4;3;3;;;;1;2;;;;;36;;1;;;;;3;;;1;;;1;;;2;;6;5;;;;;;;;;;;;;;3;;;;;;;;;;36;;1;;99;;;;;;;;156;;;;;;1;;;;;;;;;3;;;;;6;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5695.3;434774;88446;366;1;5;;;;6;15;;;;;3;;42;;;5;;;;;;;;;3;1;;;;;;1;4;;;;;4;3;1;;;;3;8;;;;;14;;;;;;;1;;;;;;;;;1;;2;3;;;;;;;;;;;;;;;;;;;;;;;;29;;1;;113;;;;;;;;76;1;;;;;1;;;;;;;;;1;;;;;14;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
5699.3;434775;88492;417;;9;3;;;2;15;;;;;3;;36;;;3;;;;;;;;;8;3;;;;;;;2;1;;;;;4;3;;;;3;4;;;;;49;;4;;;;;4;;;;;;;;;1;;3;2;;;;;;;;;;;;;;1;;;;;;;;;;40;;;;107;;;;;;;;93;;;;;;;;;;;;;;;;;;;;8;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5703.8;434776;88538;540;3;3;1;;;7;43;;;;;3;;56;;;7;;1;2;;;;;;3;3;;;;;;1;2;;;;;1;3;7;;;;;9;;;;;22;;1;;;;;4;;;;;;;;;2;;1;4;;;;;;;;;;;;;;;;;;;;;1;;;35;;1;;163;;;;;;;;128;1;;;;;;1;;;;;1;;;2;;;;;11;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5719.8;434777;88599;585;35;5;2;;;39;55;;;;;1;;61;;;9;;;;;;;;;3;1;;;;;;;3;1;;;;3;2;;;;;;4;1;1;;;60;;;;;;;1;;1;1;;;;;;4;;7;2;;;;;;;;;;;;;;6;;;;;;;;;;21;;;;103;;;;;;;;136;;;;;;;;2;;;;;;;2;;;;;6;;1;;5;;;;;;;1;;;;;;;;;;;;;;;;;;;
5727;434778;88621;581;12;1;2;;;7;36;;;;;3;;44;;;5;;;5;;;1;;;8;1;;;;;;87;8;;;;;5;2;4;;1;;;4;;;;1;29;;;;;;;6;;;;;;;;;3;;3;13;;;;;;;;;;;;;;5;;;;;;;;;;28;;2;;80;;;;;;;;152;;;;;;1;;;;;;;;;1;;;;;15;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5735.3;434779;88651;378;;3;1;;;5;24;;;;;5;;38;;;4;;;;;;;;;1;;;;;;;1;5;;;;;;4;4;;;;;2;;;;;9;;;;;;;;;;;;;;;;1;;5;5;;;;;;;;;;;;;;;;;;;;;;;;36;;1;;104;;;;;;;;104;;;;;;;;;;;;;;;1;;;;;9;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
5758.3;434780;88739;355;;1;2;;;16;28;;;;;2;;45;;;7;;;2;;;;;;2;1;;;;;1;;3;2;;;;2;;1;;;;1;4;;;;1;21;;3;;;;;3;;;;;;;;1;5;;3;3;;;;;;;;;;;;;;;;;;;;;;;;40;;;;76;;;;;;1;;70;2;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5774.5;434781;88798;344;;1;;;;1;41;;;;;1;;31;;;1;;;;;;;;;5;1;;;;;;1;7;;;;;;2;7;;1;;;5;;;;;16;;;;;;;2;;;1;;;;;;1;;2;;;;;1;;;;;;;;;;;;;;;;;;;;59;;;;96;;;;;;;;43;;;;;;;;;;;;;;;1;;;;;8;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
5782.6;434782;88827;489;4;2;3;;;4;89;;;;;7;;54;;;3;;;3;;;;;;4;2;;;;;;2;7;2;;;;2;;8;;;;2;22;;;;1;11;;;;;;;2;;;1;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;95;;1;;97;;;;;;;;35;;;;;;;;;;;;1;;;;;;;;13;;;;6;2;;;;;;;;;;;;;;1;;;;;;;;;;;
5791;434783;88856;276;1;7;1;;;1;27;;;;;2;;34;;;;;;1;;;;;;1;15;1;;;;;;7;1;;;;;;1;;;;1;;;;;;18;;;;;;1;8;;;;;;;;;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;85;;1;;;;;;5;;;;;;;;;;;;;;;;;;;;7;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5806;434784;88915;414;3;4;;;;1;88;;;;;2;;66;;;1;;;1;;;;;;2;1;;;;;;2;5;;;;;;1;;;;;1;10;;;;;26;;;;;;;;;;1;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;59;;4;;109;;;;;;;;11;;;;;;;;;;;;;;;1;;;;;6;;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
5810;434785;88974;225;6;3;;;;;50;;;;;1;;36;;;;;;2;;;;;;2;1;;;;;;1;6;;;;;;;;;;;;1;;;;;10;;;;;;;3;;;;;;;;;;;5;3;;;;;;;;;;1;;;;1;;;;;;;;;;23;;3;;46;;;;;;;;14;1;;;;;;;;;;;;;;1;;;;;1;;;;1;1;;;1;;;;;1;;;;;;;;;;;;;;;;;
5812;434786;89047;220;4;2;2;;;1;86;;;;;1;;29;;;;;;1;;;;;;;7;;;;;;1;2;;;;;;1;;;;;1;1;;;;1;9;;;;;;;3;;;;;;;;;1;;3;2;;;;;;;;;;;;1;;1;;;;;;;;;;22;;;;22;;;;;;;;10;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;
5833.6;434787;89099;423;7;9;2;;;8;100;;;;;6;;59;;;1;;;3;;;;;;5;11;;;;;;;13;;;;;1;1;;;;;2;1;;;;;34;;1;;;;;1;;;;;;;;;1;;5;;;;;;;;;;;;;;;3;;;;;;;;;;29;;3;;61;;;;1;;;;38;;;;;;2;;;;;;;;;3;1;;;;8;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5847.7;434788;89142;149;17;1;;;;1;22;;;;;1;;15;;;;;;2;;;;;;1;3;;;;;;1;4;;;;;1;;;;;;;;;;;;9;;1;;;;;;;1;;;;;;;;;4;;;;;;;;;;;;;;;5;;;;;;;;;;18;;;;18;;;1;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
5862;434789;89171;112;2;4;;;;1;40;;;;;;;14;;;1;;;;;;;;;1;5;;;;;;1;1;;;;;;;;;;;;;;;;;7;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;10;;;;;;;;5;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
5877.5;434790;89200;118;9;2;;;;3;19;;;;;1;;10;;;1;;;;;;;;;2;1;;;;;;;4;1;;;;;;;;;;;1;;;;;17;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;5;;;;;;;;;;12;;1;;9;;;;;;;;14;;;;;;;;;;;;;;;1;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
5894;434791;89233;146;18;1;1;;;1;26;;;;;1;;9;;;1;;;;;;;;;1;4;;;;;;;5;;;;;;;1;;;;1;;;1;;;6;;1;;;;;3;;1;;;;;;;;;3;;;;;;;;;;;;;;;2;;;;;;;;;;8;;2;;26;;;;;;;;14;;;;;;1;;;;;;1;;;;;;;;4;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5909;434792;89268;101;;2;1;;;1;22;;;;;;;19;;;;;;3;;;1;;;;3;;;;;;;;;;;;;1;1;;;;1;;;;;;7;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;7;;;;18;;;;;;;;4;1;;;;;1;;;;;;;;;;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5933.5;434793;89324;252;4;4;2;;;3;80;;;;;4;;37;;;1;;;;;;;;;;;;;;;;;6;;1;;;;;;;;;1;;;;;;13;;;;;;;2;;;;;;;;;2;;5;4;;;;;;;;;;;;2;;1;;;;;;;;1;;7;;;;50;;;;;;;;15;1;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
5949.5;434794;89388;328;1;7;1;;;3;78;;;;;6;;71;;;1;;;2;;;;;;1;8;;;;;;2;4;1;;;;;;;;;;;1;;;;;14;;;;;;;2;;;;;;;;;4;;6;2;;;;;;;;;;;;;;1;1;;;;;;2;1;;15;;2;;59;;;;;;;;17;;;;;;;;;;;;;;;2;;;;;6;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5964;434795;89431;389;42;4;;;;16;82;;;;;2;;42;;;4;;;;;;;;;;18;;;;;;;3;1;;;;;;;;;;2;;;;;;14;;2;;;;;3;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;6;;;31;;2;;66;;;;;;;;33;2;;;;;;;;;;;;;;2;;;;;2;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
5968;434796;89446;428;25;4;;;;15;91;;;;;3;;45;1;;1;;1;1;;;;;;7;5;;;;;;;5;;;;;1;;;;;;1;;;2;;1;40;;;;;;;3;;;2;;;;;;1;;3;1;;;;;;;;;;;;4;;1;;;;;;;;2;;42;;;;45;1;;;;;;;59;;;;;;;;;;;;;;;;;;;;4;;;;10;1;;;;;;;;;;;;;;;;;;;;;;;;;
5983;434797;89478;427;5;7;3;;;3;127;;;;;6;;68;;;;;;5;;;;;;3;15;;;;;;;6;1;;;;;;2;;;;1;1;;;;;11;;;;;;;3;;;1;;;;;;1;;4;1;;;1;;;;;;;;;;;;;;;;;;;;;45;;5;;82;;;;;;;;3;;;;;;;;;;;;;;1;;;;;;6;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
5995;434798;89532;826;104;1;2;;;52;119;;;;;6;;71;;;4;1;;2;;;2;;;16;9;;;;;;3;7;;;;;1;2;;;;;;;;;;1;87;;;;;;;7;;1;;;;;;1;4;;2;1;;;;;;;;;;;;;;18;;;;;;;2;;;38;;2;;99;;;;;;;;128;1;;;;;;;;;;;2;;;;;;;;6;;1;;23;;;;;;;;;;;;;;;;;;;;;;;;;;
6011.5;434799;89600;391;7;4;1;;;8;93;;;;;7;;50;1;;1;;;1;;;;;;3;4;;;;;;4;5;2;;;;;1;;;;;3;4;;;;;25;1;;;;;;;;1;2;;;;;;;;4;;;;;;;;;;;;;1;;3;;;;;;;1;;;38;;2;;63;;;;;;;;23;;;;;;;;12;;;;;;2;2;;;;;2;;;;9;;;;;;;1;;;;;;;;;;;;;;;;;;;
6028;434800;89668;107;1;1;2;;;1;13;;;;;2;;10;;;2;;;3;;;;;;;3;;;;;;;2;;;;;;1;;;;;;;;;;1;6;;;;;;;5;;;;;;;;1;3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;6;;;;23;;;;;;;;13;;;1;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
6045.5;434801;89737;391;64;;1;;1;32;48;;;;;1;;25;;;4;;;1;;;;;;;2;;;;;;3;3;1;;;;1;1;;;;;1;;;;;;52;;;;;;;4;;;;;;;;1;4;1;8;;;;;;;;;;;;;2;;5;;;;;;;;;;19;;;;52;;;;;;;;44;;;;;;1;;;;;;;;;1;;;;;1;;1;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
6061;434802;89814;546;130;4;;;;23;70;;;;;;;22;;;5;;;2;;;;;;5;;;;;;;;3;;;;;3;1;;;;;1;1;1;;;;100;;;;;;;2;;1;;;;;;1;;;14;3;;;;;;;;;;;;;;1;;;;;;;2;4;;47;3;;;28;;;;;;;;53;1;;;;;1;;;;;;;;;;;;;;1;;;;12;;;;;;1;;;;;;;;;;;;;;;;;;;;
6077.5;434803;89882;244;3;9;;;;2;50;;;;;2;;44;;;1;;;1;;;;;;;2;;;;;;2;;;;;;;;;;;;;1;;;;;13;;;;;;;3;;;;;;;;;;;3;;;;;;;;;;;;;1;;;;;;;;;;;;32;;;;49;;;;1;;;;15;1;;;;;1;;;;;;;;;4;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
6085.7;434804;89916;193;3;3;2;;;;56;;;;;2;;33;;;;;;4;;;;;;;1;;;;;;2;4;;;;;;3;;;;;1;;;;;;4;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;17;;5;;33;;;;1;;;;4;3;;1;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;3;;;;;;;;;;;;;;;;;
6094.5;434805;89950;396;5;4;3;;1;2;205;;;;;1;;31;;;1;;;1;;;;;;1;1;;;;;;2;2;;;;;;;;;;;2;3;;;;;1;;;;;;;3;;;;;;;;;;;3;1;;;;;;;;;;;;1;;1;;;;;;;;;;42;;2;;48;;;;;;;;12;2;;;;;;;;;;;1;;;1;;;;;1;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
6109.8;434806;90019;110;14;1;;;;2;21;;;;;1;;10;;;;;;1;;;;;;;;;;;;;;3;;;;;;1;;;;;3;;;;;;5;;;;;;;3;;1;;;;;;;1;;3;1;;;;;;;;;;;;;;1;;;;;;;;;;5;;;;27;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6125.8;434807;90087;246;28;;1;;;5;63;;;;;2;;39;;;1;1;;;;;;;;1;2;;;;;;2;2;1;;;;1;;;;;;;1;;;;;12;;;;;;;2;;;;;;;;;;;7;1;;;;;;;;;;1;;;;3;;;;;;;;2;;9;;;;34;;;;1;;;;21;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
6141.8;434808;90155;140;6;;1;;;;58;;;1;;1;;18;;;1;;;;;;;;;1;1;;;;;;;2;;;;;;;1;;;;1;;;;;;1;;;;;;;1;;;;;;;;;;;5;;;;;;;;;;;;;;;1;;;;;;;;;;12;;;;16;;;;;;;;10;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6167;434809;90245;258;89;1;3;;;23;19;;;;;1;;5;;;;;;1;;;1;;;2;1;;;;;;;;;;;;2;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;2;;;;;;;1;;;10;;;;23;;;;;;;;36;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
6176;434810;90279;271;37;;;;;25;16;;;;;1;;7;;;2;;;;;;1;;;3;;;;;;;;;;;;;1;1;;;;;3;1;;;;;63;;;;;;;2;;;;;;;;;2;;3;2;;;;;;;;;;;;;;3;;;;;;;;;;11;;;;33;;;;;;;;48;;;;;;;;1;;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
6189.5;434811;90339;321;75;1;;;;18;52;;;;;1;;34;;;2;;;;;;1;;;3;;;;;;;1;1;;;;;;;1;;;;3;1;;;;;32;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;22;;;;40;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
6204;434812;90411;326;5;1;4;;;12;51;;;;;1;;38;;;6;;;1;;;;;;7;1;;;;;;4;;2;;;;1;1;1;;;;;2;;;;;16;;;;;;;2;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;1;;36;;1;;102;;;;;;;;21;1;;;;;;;1;;;;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
6220.5;434813;90480;425;79;1;2;;;33;38;;;;;;;27;;;2;;;;;;;;;4;1;;;;;;;2;;;;;;;;;;;;1;;;;;51;;1;;;;;3;;;;;;;;;2;;6;2;;;;;;;;;;;;;;6;;;;;;;;;;26;;;;71;1;;;;;;;60;;;;;;;;;;;;;;;2;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
6237;434814;90548;370;48;;1;;;30;57;;;;;1;;24;;;3;;;1;;;1;;;4;;;;;;;1;3;;;;;;;;;;;2;;;;;;41;;;;;;;;;1;;;;;;;2;;6;6;;;;;;;;;;1;;;;5;;;;;;;;;;19;;1;;69;;;;;;;;35;;;;;;;;;;;;;;;1;;;;;2;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;
6252.5;434815;90616;112;;;2;;;17;7;;;;;1;;7;;;3;;;1;;;;;;1;1;;;;;;;1;1;;;;;1;;;;;;1;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;8;;;;31;;;;;;;;22;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6260.5;434816;90651;255;64;;;;;26;15;;;;;;;10;;;3;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;56;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;35;;;;;;;;22;;;;;;;;1;;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
6275;434817;90719;491;74;1;5;;;28;54;;;;;1;;39;;;6;;;;;;;;;3;1;;;;;;;4;;;;;1;1;;;;;;3;;;;;67;;;;;;;5;;;;;;;;;3;;4;1;;;;;;;;;;;;;;;;;;;;;;;;19;;;;85;;;;;;;;81;;;;;;;;;;;;;;;1;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
6313.5;434818;90830;393;161;;;;;24;33;;;;;1;;6;;;1;;;;;;;;;4;;;;;;;;;;;;;1;;1;;;;;2;;;;;67;;;;;;;;;;;;;;;;1;;3;1;;;;;;;;;;;;;;;;;;;;;;1;;30;;;;27;;;;;;;;23;;;;;;;;;;;;1;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
6327.5;434819;90890;522;121;1;1;;;53;14;;;;;3;;26;;;7;;;2;;;2;;;10;;;;;;;;3;;;;;3;3;;;;;;2;;;;;101;;1;1;;;;1;;1;;;;;;2;;;2;;;;;;;;;;;;;;;4;;;;;;;;;;13;;1;;44;;;;;;;;76;;;;;;1;1;;;;;;;;;;;;;;;;;21;;1;;;;;;;;;;;;;;;;;;;;;;;;
6342;434820;90958;757;210;5;2;;;79;20;;;;;5;;18;;;7;;;;;;4;;;11;;;;;;;;4;;;;;1;6;;;;;4;;;;;;159;2;2;;;;;1;;;;;;;;1;;;5;4;;;;;;;;;;;;;;11;;;;;;;1;;;24;;1;;45;;;;;;;;102;1;;;;;;;;;;;;;;;;;;;1;;1;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
6369.7;434821;91154;544;102;2;1;;;44;23;;;;;;;13;;;4;;;;;;7;;;8;2;;;;;;;;;;;;5;3;;;;;1;;;;;;149;;1;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;4;;;;;;;;;;17;;;;34;;;;;;;;103;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
6386.5;434822;91698;471;111;3;;;;49;18;;;;;4;;12;;;7;;;1;;;3;;;6;;;;;;;;1;;;;;4;2;;;;;;;;;;1;105;;;;;;;1;;1;;;;;;1;4;;3;;;;;;;;;;;;;;;6;;;;;;;;;;7;;;;17;1;;;;;;;89;;;;;1;;;;;;;;;;;;;;;1;;1;;11;;;;;;;;;;;;;;;;;;;;;;;;;;
6402.5;434823;92127;591;154;3;2;;;66;8;;;;;2;;10;;;19;;;;;;5;;;20;;;;;;;;1;;;;;4;;;;;;;;;;;;140;;1;;;;;;;1;;;;;;;2;;2;;;;;;;;;;;;;;;7;;;;;;;;;;13;;;;25;;;;;;;;95;;;;;;;;;;;;;;;;;;;;1;;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
6418;434824;92556;626;177;4;3;;;122;11;;;;;2;;13;;;2;;;1;;;8;;;17;1;;;;;;;;;;;;1;4;1;;;;;;;;;;82;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;11;;;;;;;;;;11;;;;24;;;;;;;;113;;;;;;;;1;;;;;;;;;;;;;;1;;14;;;;;;;;;;;;;;;;;;;;;;;;;;
6435;434825;92950;592;199;6;;;;91;6;;;;;3;;11;;;4;;1;;;;3;;;4;;;;;;;;2;;;;;1;2;;;;;;;;;;;95;;3;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;11;;;;;;;;;;16;;;;26;;;;;;;;91;;;;;;1;1;;;;;;;;2;;;;;;;1;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
6451.5;434826;93316;546;169;1;2;;;112;5;;;;;1;;11;;;17;;;1;;;5;;;5;;;;;;;;;;;;;;1;;;;;1;;;;;;79;;1;;;;;;;2;;;;;;;1;;3;;;;;;;;;;;;;;;5;;;;;;;;;;11;;;;33;2;;;;;;;65;;;;;;2;1;;;;;;;;2;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
6457.5;434827;93365;507;229;1;;;;47;3;;;;;1;;9;;;13;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;78;;1;;;;;2;;;;;;;;;1;;1;;;;;;;;;;;;;;;5;;;;;;;;3;;13;;1;;18;;;;;;;;62;;;;;2;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;
6467;434828;93629;485;205;1;1;;;46;6;;;;;2;;10;;;27;;;;;;4;;;3;;;;;;;;;;;;;;;;;;;;;;;;;73;;3;;;;;2;;1;2;;;;;;;;3;;;;;;;;;;;;;;;4;;;;;;;;;;8;;1;;23;1;;;;;;;37;1;;;;;;1;;;;;1;;;;;;;;1;1;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;
6480.5;434829;93635;506;178;4;;;;64;5;;;;;1;;10;;;18;;1;;;;3;;;2;1;;11;;;;1;;;;;;1;1;;;;;;;;1;;;83;;2;;;;;4;;1;;;;;;;1;;3;;;;;;;;;;;;;;;3;;;;;;;1;;;16;;;;37;1;;;;;;;37;;;;;;;1;2;;;;;;;;;;;1;;;1;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
